location_id,location_name,sex_id,sex_name,age_group_id,age_group_name,year_id,pop
1,Global,1,Male,15,50 to 54,2015,200009238.9
1,Global,2,Female,15,50 to 54,2015,200699873.7
1,Global,3,Both,15,50 to 54,2015,400709112.6
1,Global,1,Male,15,50 to 54,2016,205172365.5
1,Global,2,Female,15,50 to 54,2016,205892529.5
1,Global,3,Both,15,50 to 54,2016,411064895
1,Global,1,Male,16,55 to 59,2014,163768233.2
1,Global,2,Female,16,55 to 59,2014,167939294.5
1,Global,3,Both,16,55 to 59,2014,331707527.8
1,Global,1,Male,16,55 to 59,2015,167236562.2
1,Global,2,Female,16,55 to 59,2015,171510775
1,Global,3,Both,16,55 to 59,2015,338747337.3
1,Global,1,Male,16,55 to 59,2016,171049022.6
1,Global,2,Female,16,55 to 59,2016,175434932.4
1,Global,3,Both,16,55 to 59,2016,346483955
1,Global,1,Male,17,60 to 64,2014,138252142.9
1,Global,2,Female,17,60 to 64,2014,145376370.2
1,Global,3,Both,17,60 to 64,2014,283628513.1
1,Global,1,Male,17,60 to 64,2015,143015861.2
1,Global,2,Female,17,60 to 64,2015,150317199.5
1,Global,3,Both,17,60 to 64,2015,293333060.8
1,Global,1,Male,17,60 to 64,2016,146327796.9
1,Global,2,Female,17,60 to 64,2016,153957073
1,Global,3,Both,17,60 to 64,2016,300284869.9
1,Global,1,Male,18,65 to 69,2014,97217137.7
1,Global,2,Female,18,65 to 69,2014,106746379.8
1,Global,3,Both,18,65 to 69,2014,203963517.5
1,Global,1,Male,18,65 to 69,2015,102302724.6
1,Global,2,Female,18,65 to 69,2015,112355712
1,Global,3,Both,18,65 to 69,2015,214658436.7
1,Global,1,Male,18,65 to 69,2016,107660294.6
1,Global,2,Female,18,65 to 69,2016,118149765.6
1,Global,3,Both,18,65 to 69,2016,225810060.1
1,Global,1,Male,19,70 to 74,2014,69801595.44
1,Global,2,Female,19,70 to 74,2014,80565379.92
1,Global,3,Both,19,70 to 74,2014,150366975.4
1,Global,1,Male,19,70 to 74,2015,71474535.03
1,Global,2,Female,19,70 to 74,2015,82278855.73
1,Global,3,Both,19,70 to 74,2015,153753390.8
1,Global,1,Male,19,70 to 74,2016,73159487.68
1,Global,2,Female,19,70 to 74,2016,84097794.78
1,Global,3,Both,19,70 to 74,2016,157257282.5
1,Global,1,Male,20,75 to 79,2014,49343652.35
1,Global,2,Female,20,75 to 79,2014,62699785.18
1,Global,3,Both,20,75 to 79,2014,112043437.5
1,Global,1,Male,20,75 to 79,2015,50394088.72
1,Global,2,Female,20,75 to 79,2015,64078054.26
1,Global,3,Both,20,75 to 79,2015,114472143
1,Global,1,Male,20,75 to 79,2016,51404378.21
1,Global,2,Female,20,75 to 79,2016,65155436.38
1,Global,3,Both,20,75 to 79,2016,116559814.6
1,Global,1,Male,22,All Ages,2014,3645141423
1,Global,2,Female,22,All Ages,2014,3586638720
1,Global,3,Both,22,All Ages,2014,7231780143
1,Global,1,Male,22,All Ages,2015,3686286189
1,Global,2,Female,22,All Ages,2015,3627063720
1,Global,3,Both,22,All Ages,2015,7313349909
1,Global,1,Male,22,All Ages,2016,3725904555
1,Global,2,Female,22,All Ages,2016,3666377947
1,Global,3,Both,22,All Ages,2016,7392282502
1,Global,1,Male,23,5-14 years,2014,638105775.7
1,Global,2,Female,23,5-14 years,2014,595993152.6
1,Global,3,Both,23,5-14 years,2014,1234098928
1,Global,1,Male,23,5-14 years,2015,642858106.8
1,Global,2,Female,23,5-14 years,2015,600381948.4
1,Global,3,Both,23,5-14 years,2015,1243240055
1,Global,1,Male,23,5-14 years,2016,648002782.6
1,Global,2,Female,23,5-14 years,2016,605196082.3
1,Global,3,Both,23,5-14 years,2016,1253198865
1,Global,1,Male,24,15-49 years,2014,1918462259
1,Global,2,Female,24,15-49 years,2014,1848437544
1,Global,3,Both,24,15-49 years,2014,3766899803
1,Global,1,Male,24,15-49 years,2015,1933017596
1,Global,2,Female,24,15-49 years,2015,1860837775
1,Global,3,Both,24,15-49 years,2015,3793855372
1,Global,1,Male,24,15-49 years,2016,1946598002
1,Global,2,Female,24,15-49 years,2016,1872583210
1,Global,3,Both,24,15-49 years,2016,3819181213
1,Global,1,Male,25,50-69 years,2014,593844872.3
1,Global,2,Female,25,50-69 years,2014,615440281.4
1,Global,3,Both,25,50-69 years,2014,1209285154
1,Global,1,Male,25,50-69 years,2015,612564387
1,Global,2,Female,25,50-69 years,2015,634883560.3
1,Global,3,Both,25,50-69 years,2015,1247447947
1,Global,1,Male,25,50-69 years,2016,630209479.6
1,Global,2,Female,25,50-69 years,2016,653434300.4
1,Global,3,Both,25,50-69 years,2016,1283643780
1,Global,1,Male,26,70+ years,2014,165644991.4
1,Global,2,Female,26,70+ years,2014,218521503.9
1,Global,3,Both,26,70+ years,2014,384166495.3
1,Global,1,Male,26,70+ years,2015,169902800.1
1,Global,2,Female,26,70+ years,2015,223597353.1
1,Global,3,Both,26,70+ years,2015,393500153.2
1,Global,1,Male,26,70+ years,2016,174995630.3
1,Global,2,Female,26,70+ years,2016,229292036.2
1,Global,3,Both,26,70+ years,2016,404287666.5
1,Global,1,Male,28,<1 year,2014,66204127.47
1,Global,2,Female,28,<1 year,2014,62059620.87
1,Global,3,Both,28,<1 year,2014,128263748.3
1,Global,1,Male,28,<1 year,2015,65455571.88
1,Global,2,Female,28,<1 year,2015,61440387.47
1,Global,3,Both,28,<1 year,2015,126895959.4
1,Global,1,Male,28,<1 year,2016,64926943.83
1,Global,2,Female,28,<1 year,2016,61026692.42
1,Global,3,Both,28,<1 year,2016,125953636.2
1,Global,1,Male,30,80 to 84,2014,28526779.01
1,Global,2,Female,30,80 to 84,2014,40699612.79
1,Global,3,Both,30,80 to 84,2014,69226391.8
1,Global,1,Male,30,80 to 84,2015,29170253.61
1,Global,2,Female,30,80 to 84,2015,41232937.89
1,Global,3,Both,30,80 to 84,2015,70403191.5
1,Global,1,Male,30,80 to 84,2016,30350286.66
1,Global,2,Female,30,80 to 84,2016,42223955.36
1,Global,3,Both,30,80 to 84,2016,72574242.02
1,Global,1,Male,31,85 to 89,2014,13285541.65
1,Global,2,Female,31,85 to 89,2014,23264049.38
1,Global,3,Both,31,85 to 89,2014,36549591.02
1,Global,1,Male,31,85 to 89,2015,13881704.38
1,Global,2,Female,31,85 to 89,2015,24072981.79
1,Global,3,Both,31,85 to 89,2015,37954686.17
1,Global,1,Male,31,85 to 89,2016,14716067.65
1,Global,2,Female,31,85 to 89,2016,25117760.5
1,Global,3,Both,31,85 to 89,2016,39833828.15
1,Global,1,Male,32,90 to 94,2014,3965810.805
1,Global,2,Female,32,90 to 94,2014,9026624.658
1,Global,3,Both,32,90 to 94,2014,12992435.46
1,Global,1,Male,32,90 to 94,2015,4224868.932
1,Global,2,Female,32,90 to 94,2015,9568425.136
1,Global,3,Both,32,90 to 94,2015,13793294.07
1,Global,1,Male,32,90 to 94,2016,4558131.208
1,Global,2,Female,32,90 to 94,2016,10206781.78
1,Global,3,Both,32,90 to 94,2016,14764912.99
1,Global,1,Male,158,<20 years,2014,1272426882
1,Global,2,Female,158,<20 years,2014,1190539404
1,Global,3,Both,158,<20 years,2014,2462966286
1,Global,1,Male,158,<20 years,2015,1275682815
1,Global,2,Female,158,<20 years,2015,1193440832
1,Global,3,Both,158,<20 years,2015,2469123647
1,Global,1,Male,158,<20 years,2016,1279133891
1,Global,2,Female,158,<20 years,2016,1196668671
1,Global,3,Both,158,<20 years,2016,2475802562
1,Global,1,Male,159,10-24 years,2014,929613076.5
1,Global,2,Female,159,10-24 years,2014,873190415.2
1,Global,3,Both,159,10-24 years,2014,1802803492
1,Global,1,Male,159,10-24 years,2015,929700358.6
1,Global,2,Female,159,10-24 years,2015,872228528.6
1,Global,3,Both,159,10-24 years,2015,1801928887
1,Global,1,Male,159,10-24 years,2016,930398862.6
1,Global,2,Female,159,10-24 years,2016,871987531.9
1,Global,3,Both,159,10-24 years,2016,1802386395
1,Global,1,Male,235,95 plus,2014,721612.1671
1,Global,2,Female,235,95 plus,2014,2266051.955
1,Global,3,Both,235,95 plus,2014,2987664.122
1,Global,1,Male,235,95 plus,2015,757349.4006
1,Global,2,Female,235,95 plus,2015,2366098.274
1,Global,3,Both,235,95 plus,2015,3123447.675
1,Global,1,Male,235,95 plus,2016,807278.8445
1,Global,2,Female,235,95 plus,2016,2490307.401
1,Global,3,Both,235,95 plus,2016,3297586.246
4,"Southeast Asia, East Asia, and Oceania",1,Male,1,Under 5,2014,66900128.18
4,"Southeast Asia, East Asia, and Oceania",2,Female,1,Under 5,2014,60569229.23
4,"Southeast Asia, East Asia, and Oceania",3,Both,1,Under 5,2014,127469357.4
4,"Southeast Asia, East Asia, and Oceania",1,Male,1,Under 5,2015,65825383.32
4,"Southeast Asia, East Asia, and Oceania",2,Female,1,Under 5,2015,59655366.78
4,"Southeast Asia, East Asia, and Oceania",3,Both,1,Under 5,2015,125480750.1
4,"Southeast Asia, East Asia, and Oceania",1,Male,1,Under 5,2016,64523101.36
4,"Southeast Asia, East Asia, and Oceania",2,Female,1,Under 5,2016,58548565.35
4,"Southeast Asia, East Asia, and Oceania",3,Both,1,Under 5,2016,123071666.7
4,"Southeast Asia, East Asia, and Oceania",1,Male,2,Early Neonatal,2014,249280.7606
4,"Southeast Asia, East Asia, and Oceania",2,Female,2,Early Neonatal,2014,225258.5458
4,"Southeast Asia, East Asia, and Oceania",3,Both,2,Early Neonatal,2014,474539.3064
4,"Southeast Asia, East Asia, and Oceania",1,Male,2,Early Neonatal,2015,241601.4639
4,"Southeast Asia, East Asia, and Oceania",2,Female,2,Early Neonatal,2015,219600.3701
4,"Southeast Asia, East Asia, and Oceania",3,Both,2,Early Neonatal,2015,461201.834
4,"Southeast Asia, East Asia, and Oceania",1,Male,2,Early Neonatal,2016,235996.9137
4,"Southeast Asia, East Asia, and Oceania",2,Female,2,Early Neonatal,2016,214647.0282
4,"Southeast Asia, East Asia, and Oceania",3,Both,2,Early Neonatal,2016,450643.9419
4,"Southeast Asia, East Asia, and Oceania",1,Male,3,Late Neonatal,2014,744326.065
4,"Southeast Asia, East Asia, and Oceania",2,Female,3,Late Neonatal,2014,673394.7296
4,"Southeast Asia, East Asia, and Oceania",3,Both,3,Late Neonatal,2014,1417720.795
4,"Southeast Asia, East Asia, and Oceania",1,Male,3,Late Neonatal,2015,721750.3396
4,"Southeast Asia, East Asia, and Oceania",2,Female,3,Late Neonatal,2015,656640.5077
4,"Southeast Asia, East Asia, and Oceania",3,Both,3,Late Neonatal,2015,1378390.847
4,"Southeast Asia, East Asia, and Oceania",1,Male,3,Late Neonatal,2016,704927.6223
4,"Southeast Asia, East Asia, and Oceania",2,Female,3,Late Neonatal,2016,641865.8302
4,"Southeast Asia, East Asia, and Oceania",3,Both,3,Late Neonatal,2016,1346793.452
4,"Southeast Asia, East Asia, and Oceania",1,Male,4,Post Neonatal,2014,12030608.23
4,"Southeast Asia, East Asia, and Oceania",2,Female,4,Post Neonatal,2014,10891280.55
4,"Southeast Asia, East Asia, and Oceania",3,Both,4,Post Neonatal,2014,22921888.78
4,"Southeast Asia, East Asia, and Oceania",1,Male,4,Post Neonatal,2015,11712144.61
4,"Southeast Asia, East Asia, and Oceania",2,Female,4,Post Neonatal,2015,10632864.38
4,"Southeast Asia, East Asia, and Oceania",3,Both,4,Post Neonatal,2015,22345008.99
4,"Southeast Asia, East Asia, and Oceania",1,Male,4,Post Neonatal,2016,11395770.47
4,"Southeast Asia, East Asia, and Oceania",2,Female,4,Post Neonatal,2016,10381228.81
4,"Southeast Asia, East Asia, and Oceania",3,Both,4,Post Neonatal,2016,21776999.29
4,"Southeast Asia, East Asia, and Oceania",1,Male,5,1 to 4,2014,53875913.13
4,"Southeast Asia, East Asia, and Oceania",2,Female,5,1 to 4,2014,48779295.4
4,"Southeast Asia, East Asia, and Oceania",3,Both,5,1 to 4,2014,102655208.5
4,"Southeast Asia, East Asia, and Oceania",1,Male,5,1 to 4,2015,53149886.91
4,"Southeast Asia, East Asia, and Oceania",2,Female,5,1 to 4,2015,48146261.52
4,"Southeast Asia, East Asia, and Oceania",3,Both,5,1 to 4,2015,101296148.4
4,"Southeast Asia, East Asia, and Oceania",1,Male,5,1 to 4,2016,52186406.35
4,"Southeast Asia, East Asia, and Oceania",2,Female,5,1 to 4,2016,47310823.67
4,"Southeast Asia, East Asia, and Oceania",3,Both,5,1 to 4,2016,99497230.03
4,"Southeast Asia, East Asia, and Oceania",1,Male,6,5 to 9,2014,73196610.01
4,"Southeast Asia, East Asia, and Oceania",2,Female,6,5 to 9,2014,65671899.32
4,"Southeast Asia, East Asia, and Oceania",3,Both,6,5 to 9,2014,138868509.3
4,"Southeast Asia, East Asia, and Oceania",1,Male,6,5 to 9,2015,73606451.48
4,"Southeast Asia, East Asia, and Oceania",2,Female,6,5 to 9,2015,66005910.86
4,"Southeast Asia, East Asia, and Oceania",3,Both,6,5 to 9,2015,139612362.3
4,"Southeast Asia, East Asia, and Oceania",1,Male,6,5 to 9,2016,74210867.76
4,"Southeast Asia, East Asia, and Oceania",2,Female,6,5 to 9,2016,66539522.52
4,"Southeast Asia, East Asia, and Oceania",3,Both,6,5 to 9,2016,140750390.3
4,"Southeast Asia, East Asia, and Oceania",1,Male,7,10 to 14,2014,71696576.91
4,"Southeast Asia, East Asia, and Oceania",2,Female,7,10 to 14,2014,64868783.54
4,"Southeast Asia, East Asia, and Oceania",3,Both,7,10 to 14,2014,136565360.5
4,"Southeast Asia, East Asia, and Oceania",1,Male,7,10 to 14,2015,71851482.82
4,"Southeast Asia, East Asia, and Oceania",2,Female,7,10 to 14,2015,64875205.42
4,"Southeast Asia, East Asia, and Oceania",3,Both,7,10 to 14,2015,136726688.2
4,"Southeast Asia, East Asia, and Oceania",1,Male,7,10 to 14,2016,72006309.05
4,"Southeast Asia, East Asia, and Oceania",2,Female,7,10 to 14,2016,64895883.69
4,"Southeast Asia, East Asia, and Oceania",3,Both,7,10 to 14,2016,136902192.7
4,"Southeast Asia, East Asia, and Oceania",1,Male,8,15 to 19,2014,75342695.47
4,"Southeast Asia, East Asia, and Oceania",2,Female,8,15 to 19,2014,69046073.2
4,"Southeast Asia, East Asia, and Oceania",3,Both,8,15 to 19,2014,144388768.7
4,"Southeast Asia, East Asia, and Oceania",1,Male,8,15 to 19,2015,73309518.94
4,"Southeast Asia, East Asia, and Oceania",2,Female,8,15 to 19,2015,67039359.36
4,"Southeast Asia, East Asia, and Oceania",3,Both,8,15 to 19,2015,140348878.3
4,"Southeast Asia, East Asia, and Oceania",1,Male,8,15 to 19,2016,71890050.92
4,"Southeast Asia, East Asia, and Oceania",2,Female,8,15 to 19,2016,65594870.42
4,"Southeast Asia, East Asia, and Oceania",3,Both,8,15 to 19,2016,137484921.3
4,"Southeast Asia, East Asia, and Oceania",1,Male,9,20 to 24,2014,89726793.2
4,"Southeast Asia, East Asia, and Oceania",2,Female,9,20 to 24,2014,83399959.65
4,"Southeast Asia, East Asia, and Oceania",3,Both,9,20 to 24,2014,173126752.9
4,"Southeast Asia, East Asia, and Oceania",1,Male,9,20 to 24,2015,86691959.3
4,"Southeast Asia, East Asia, and Oceania",2,Female,9,20 to 24,2015,80278012.99
4,"Southeast Asia, East Asia, and Oceania",3,Both,9,20 to 24,2015,166969972.3
4,"Southeast Asia, East Asia, and Oceania",1,Male,9,20 to 24,2016,83578313.41
4,"Southeast Asia, East Asia, and Oceania",2,Female,9,20 to 24,2016,77161458.31
4,"Southeast Asia, East Asia, and Oceania",3,Both,9,20 to 24,2016,160739771.7
4,"Southeast Asia, East Asia, and Oceania",1,Male,10,25 to 29,2014,94189791.76
4,"Southeast Asia, East Asia, and Oceania",2,Female,10,25 to 29,2014,89633475.65
4,"Southeast Asia, East Asia, and Oceania",3,Both,10,25 to 29,2014,183823267.4
4,"Southeast Asia, East Asia, and Oceania",1,Male,10,25 to 29,2015,95650220.37
4,"Southeast Asia, East Asia, and Oceania",2,Female,10,25 to 29,2015,90674916.04
4,"Southeast Asia, East Asia, and Oceania",3,Both,10,25 to 29,2015,186325136.4
4,"Southeast Asia, East Asia, and Oceania",1,Male,10,25 to 29,2016,95733289.4
4,"Southeast Asia, East Asia, and Oceania",2,Female,10,25 to 29,2016,90388781.73
4,"Southeast Asia, East Asia, and Oceania",3,Both,10,25 to 29,2016,186122071.1
4,"Southeast Asia, East Asia, and Oceania",1,Male,11,30 to 34,2014,77605136.42
4,"Southeast Asia, East Asia, and Oceania",2,Female,11,30 to 34,2014,75228942.43
4,"Southeast Asia, East Asia, and Oceania",3,Both,11,30 to 34,2014,152834078.8
4,"Southeast Asia, East Asia, and Oceania",1,Male,11,30 to 34,2015,79834497.57
4,"Southeast Asia, East Asia, and Oceania",2,Female,11,30 to 34,2015,77286665.58
4,"Southeast Asia, East Asia, and Oceania",3,Both,11,30 to 34,2015,157121163.2
4,"Southeast Asia, East Asia, and Oceania",1,Male,11,30 to 34,2016,82788923.19
4,"Southeast Asia, East Asia, and Oceania",2,Female,11,30 to 34,2016,79943179.74
4,"Southeast Asia, East Asia, and Oceania",3,Both,11,30 to 34,2016,162732102.9
4,"Southeast Asia, East Asia, and Oceania",1,Male,12,35 to 39,2014,76898478.89
4,"Southeast Asia, East Asia, and Oceania",2,Female,12,35 to 39,2014,74389610.92
4,"Southeast Asia, East Asia, and Oceania",3,Both,12,35 to 39,2014,151288089.8
4,"Southeast Asia, East Asia, and Oceania",1,Male,12,35 to 39,2015,75292479.08
4,"Southeast Asia, East Asia, and Oceania",2,Female,12,35 to 39,2015,72935004.79
4,"Southeast Asia, East Asia, and Oceania",3,Both,12,35 to 39,2015,148227483.9
4,"Southeast Asia, East Asia, and Oceania",1,Male,12,35 to 39,2016,74497537.49
4,"Southeast Asia, East Asia, and Oceania",2,Female,12,35 to 39,2016,72264526.23
4,"Southeast Asia, East Asia, and Oceania",3,Both,12,35 to 39,2016,146762063.7
4,"Southeast Asia, East Asia, and Oceania",1,Male,13,40 to 44,2014,87550982.94
4,"Southeast Asia, East Asia, and Oceania",2,Female,13,40 to 44,2014,84900464.14
4,"Southeast Asia, East Asia, and Oceania",3,Both,13,40 to 44,2014,172451447.1
4,"Southeast Asia, East Asia, and Oceania",1,Male,13,40 to 44,2015,86063459.14
4,"Southeast Asia, East Asia, and Oceania",2,Female,13,40 to 44,2015,83325485.97
4,"Southeast Asia, East Asia, and Oceania",3,Both,13,40 to 44,2015,169388945.1
4,"Southeast Asia, East Asia, and Oceania",1,Male,13,40 to 44,2016,83944205.46
4,"Southeast Asia, East Asia, and Oceania",2,Female,13,40 to 44,2016,81232895.19
4,"Southeast Asia, East Asia, and Oceania",3,Both,13,40 to 44,2016,165177100.7
4,"Southeast Asia, East Asia, and Oceania",1,Male,14,45 to 49,2014,83746487.13
4,"Southeast Asia, East Asia, and Oceania",2,Female,14,45 to 49,2014,82341000.67
4,"Southeast Asia, East Asia, and Oceania",3,Both,14,45 to 49,2014,166087487.8
4,"Southeast Asia, East Asia, and Oceania",1,Male,14,45 to 49,2015,85594762.16
4,"Southeast Asia, East Asia, and Oceania",2,Female,14,45 to 49,2015,84136667.59
4,"Southeast Asia, East Asia, and Oceania",3,Both,14,45 to 49,2015,169731429.8
4,"Southeast Asia, East Asia, and Oceania",1,Male,14,45 to 49,2016,86691147.94
4,"Southeast Asia, East Asia, and Oceania",2,Female,14,45 to 49,2016,85129611.96
4,"Southeast Asia, East Asia, and Oceania",3,Both,14,45 to 49,2016,171820759.9
4,"Southeast Asia, East Asia, and Oceania",1,Male,15,50 to 54,2014,67524479.7
4,"Southeast Asia, East Asia, and Oceania",2,Female,15,50 to 54,2014,66348282.49
4,"Southeast Asia, East Asia, and Oceania",3,Both,15,50 to 54,2014,133872762.2
4,"Southeast Asia, East Asia, and Oceania",1,Male,15,50 to 54,2015,70402853.14
4,"Southeast Asia, East Asia, and Oceania",2,Female,15,50 to 54,2015,69242583.76
4,"Southeast Asia, East Asia, and Oceania",3,Both,15,50 to 54,2015,139645436.9
4,"Southeast Asia, East Asia, and Oceania",1,Male,15,50 to 54,2016,73287059.67
4,"Southeast Asia, East Asia, and Oceania",2,Female,15,50 to 54,2016,72223764.4
4,"Southeast Asia, East Asia, and Oceania",3,Both,15,50 to 54,2016,145510824.1
4,"Southeast Asia, East Asia, and Oceania",1,Male,16,55 to 59,2014,55797476.12
4,"Southeast Asia, East Asia, and Oceania",2,Female,16,55 to 59,2014,55370638.22
4,"Southeast Asia, East Asia, and Oceania",3,Both,16,55 to 59,2014,111168114.3
4,"Southeast Asia, East Asia, and Oceania",1,Male,16,55 to 59,2015,56652511.96
4,"Southeast Asia, East Asia, and Oceania",2,Female,16,55 to 59,2015,56287958.61
